Post,id,likes_count,from_id,from_name,message,created_time,type,link,story,comments_count,shares_count,love_count,haha_count,wow_count,sad_count,angry_count
86,635054059945646_1528725337245176,2528,6.35E+14,Black Panther,"Check out the director and cast of Marvel Studios' ""Black Panther"" as they answer fan questions in the first-ever Tumblr Video Answer Time!",2018-02-22T21:30:48+0000,link,https://stardom.tumblr.com/,NA,74,147,307,1,29,0,3
87,635054059945646_1529693660481677,6279,6.35E+14,Black Panther,"Marvel Studios' ""Black Panther"" is the #1 movie in the world. See it again: www.fandango.com/blackpanther",2018-02-23T20:00:01+0000,photo,https://www.facebook.com/BlackPantherMovie/photos/a.959302734187442.1073741828.635054059945646/1529693660481677/?type=3,NA,206,514,1208,11,74,0,1
88,635054059945646_1529848977132812,4506,6.35E+14,Black Panther,"Wakanda Forever. Here's a look at some #BlackPantherFanArt submissions, and don't forget to share your own fan art using the hashtag! #BlackPanther",2018-02-23T23:54:29+0000,photo,https://www.facebook.com/BlackPantherMovie/photos/a.959302734187442.1073741828.635054059945646/1529848727132837/?type=3,NA,119,638,1110,4,76,0,2
89,635054059945646_1530626643721712,10166,6.35E+14,Black Panther,The people have spoken. Marvel Studiosí ìBlack Pantherî is the #1 movie in the world. Get tickets: www.fandango.com/blackpanther,2018-02-24T18:00:01+0000,photo,https://www.facebook.com/BlackPantherMovie/photos/a.959302734187442.1073741828.635054059945646/1530626643721712/?type=3,NA,386,1169,2391,18,208,3,2
90,635054059945646_1531844043599972,5342,6.35E+14,Black Panther,"All hail the king. Have you seen Marvel Studios' ""Black Panther"" yet? Tickets: www.fandango.com/blackpanther",2018-02-25T20:00:01+0000,photo,https://www.facebook.com/BlackPantherMovie/photos/a.959302734187442.1073741828.635054059945646/1531844043599972/?type=3,NA,226,289,1018,5,50,1,0
91,635054059945646_1533831190067924,5248,6.35E+14,Black Panther,"Marvel Studios' ""Black Panther"" is the #1 movie in the world. How many times have you seen it?",2018-02-27T19:30:01+0000,photo,https://www.facebook.com/BlackPantherMovie/photos/a.959302734187442.1073741828.635054059945646/1533831190067924/?type=3,NA,487,260,937,15,82,4,3
92,635054059945646_1533993396718370,4023,6.35E+14,Black Panther,"<U+202A>Tonight weíre at the Apollo Theater for a special #BlackPanther event with Chadwick Boseman, Lupita Nyong'o + Ta-Nehisi Coates in conversation. <U+202C>
<U+202A>Tune in to see the livestream at 7:30PM ET: http://bit.ly/ApolloTheaterVideo, and stay tuned to our Instagram Stories for a peek! #BlackPantherApollo<U+202C>",2018-02-27T23:35:45+0000,photo,https://www.facebook.com/BlackPantherMovie/photos/a.1317456868372025.1073741829.635054059945646/1533993366718373/?type=3,Black Panther is attending an event at Apollo Theater.,78,349,887,11,90,3,1
93,635054059945646_1534024003381976,915,6.35E+14,Black Panther,NA,2018-02-28T00:28:18+0000,video,https://www.facebook.com/ApolloTheater/videos/10155072079936050/,Black Panther shared a live video.,32,133,194,1,9,0,0
94,635054059945646_1535954043188972,3864,6.35E+14,Black Panther,NA,2018-03-01T20:58:12+0000,photo,https://www.facebook.com/avengers/photos/a.229675623757118.60886.126757470715601/1695288553862477/?type=3,Black Panther shared a photo.,146,456,778,8,138,0,1
95,635054059945646_1535975153186861,5475,6.35E+14,Black Panther,Happy Birthday to Lupita Nyong'o! Comment with your favorite Nakia moment.,2018-03-01T21:30:17+0000,photo,https://www.facebook.com/BlackPantherMovie/photos/a.959302734187442.1073741828.635054059945646/1535975153186861/?type=3,NA,330,276,1314,4,67,0,1
96,635054059945646_1536078553176521,3989,6.35E+14,Black Panther,Hero. Legend. King. Here's a look at some #BlackPantherFanArt submissions! Share your own fan art using the hashtag. #BlackPanther,2018-03-01T23:39:31+0000,photo,https://www.facebook.com/BlackPantherMovie/photos/a.959302734187442.1073741828.635054059945646/1536078016509908/?type=3,NA,87,679,957,5,90,0,1
97,635054059945646_1536953026422407,3822,6.35E+14,Black Panther,"Marvel Studios' ""Black Panther"" is the #1 movie in the world. Donít miss the phenomenon. Get tickets now: www.fandango.com/blackpanther",2018-03-02T19:38:39+0000,video,https://www.facebook.com/BlackPantherMovie/videos/1536953026422407/,NA,156,702,1007,4,60,0,1
98,635054059945646_1537014646416245,1099,6.35E+14,Black Panther,"Watch Ghetto Gastro as they show us how they prepared ìWakanda Pattiesî for #TasteofWakanda for Marvel Studios' ""Black Panther."" Head over to Disney Movie Rewards to check out the other recipe videos: http://di.sn/6002DrJuM",2018-03-02T20:32:24+0000,video,https://www.facebook.com/BlackPantherMovie/videos/1537014646416245/,NA,55,152,147,20,11,0,0
99,635054059945646_1537145043069872,702,6.35E+14,Black Panther,NA,2018-03-02T23:22:09+0000,video,https://www.facebook.com/disneymovierewards/videos/10155057015076852/,Black Panther shared a video.,19,46,63,3,9,0,1
100,635054059945646_1537256743058702,5330,6.35E+14,Black Panther,"This is our time. See Marvel Studios' ""Black Panther"" in theaters now: www.fandango.com/blackpanther",2018-03-03T17:30:00+0000,video,https://www.facebook.com/BlackPantherMovie/videos/1537256743058702/,NA,301,1199,1388,6,93,1,3
101,635054059945646_1537464213037955,2923,6.35E+14,Black Panther,"Wakanda Forever. Angela Bassett, Danai Gurira, and Lupita Nyong'o surprised fans at a screening of Marvel Studiosí ìBlack Pantherî! Watch our Instagram Story to see more.",2018-03-03T07:15:13+0000,photo,https://www.facebook.com/BlackPantherMovie/photos/a.1317456868372025.1073741829.635054059945646/1537463769704666/?type=3,NA,80,119,562,3,38,0,1
102,635054059945646_1538168066300903,2148,6.35E+14,Black Panther,AfroPunk show us their #WakandaStyle. Share your own look using the hashtag! #BlackPanther,2018-03-04T20:00:01+0000,photo,https://www.facebook.com/BlackPantherMovie/photos/a.959302734187442.1073741828.635054059945646/1538167902967586/?type=3,NA,81,98,320,1,22,0,1
103,635054059945646_1543389432445433,15851,6.35E+14,Black Panther,Happy #InternationalWomensDay to these amazing heroes!,2018-03-08T22:33:38+0000,photo,https://www.facebook.com/BlackPantherMovie/photos/a.959302734187442.1073741828.635054059945646/1543382429112800/?type=3,NA,313,2465,5469,9,137,1,4
104,635054059945646_1549723908478652,3818,6.35E+14,Black Panther,"Wakanda Forever. Take a look at these #BlackPantherFanArt submissions, and share your own fan art using the hashtag!",2018-03-14T18:30:00+0000,photo,https://www.facebook.com/BlackPantherMovie/photos/a.959302734187442.1073741828.635054059945646/1549723278478715/?type=3,NA,111,557,903,5,114,0,1
105,635054059945646_1550590971725279,2029,6.35E+14,Black Panther,NA,2018-03-15T16:02:52+0000,video,https://www.facebook.com/avengers/videos/416790788748539/,Black Panther shared a video.,79,312,502,4,118,0,0
106,635054059945646_1551850578265985,2593,6.35E+14,Black Panther,"Strong. Loyal. Noble. These are just some of the traits that make Black Panther a hero, legend, and king. Be Marvel, Be More.",2018-03-16T19:45:39+0000,video,https://www.facebook.com/BlackPantherMovie/videos/1551850578265985/,NA,87,342,488,4,48,1,1
107,635054059945646_1551927554924954,11708,6.35E+14,Black Panther,"Marvel Studios' ""Black Panther"" is the #1 movie in the world. See it again: fandango.com/blackpanther",2018-03-17T16:30:00+0000,photo,https://www.facebook.com/BlackPantherMovie/photos/a.959302734187442.1073741828.635054059945646/1551926784925031/?type=3,NA,362,1277,3001,16,169,1,3
108,635054059945646_1571163676334675,15068,6.35E+14,Black Panther,Itís all been leading to this. Avengers: #InfinityWar,2018-04-04T19:00:22+0000,photo,https://www.facebook.com/BlackPantherMovie/photos/a.959302734187442.1073741828.635054059945646/1571144453003264/?type=3,NA,188,2335,4753,15,343,0,1
109,635054059945646_1576208399163536,3361,6.35E+14,Black Panther,"Experience the worldwide phenomenon. Be the first to bring home Marvel Studiosí ""Black Panther"" on Digital, Movies Anywhere, and 4K UHD May 8 and Blu-ray May 15: http://bitly.com/witnessthelegend",2018-04-09T22:30:00+0000,video,https://www.facebook.com/BlackPantherMovie/videos/1576208399163536/,NA,307,1361,1240,10,162,1,0
110,635054059945646_1576331749151201,8898,6.35E+14,Black Panther,Sibling goals. <ed><U+00A0><U+00BD><ed><U+00B1><U+008A> Happy #NationalSiblingsDay from your favorite brother-sister duo.,2018-04-10T16:00:01+0000,video,https://www.facebook.com/BlackPantherMovie/videos/1576331749151201/,NA,329,2573,3686,782,32,0,2
111,635054059945646_1576897719094604,3787,6.35E+14,Black Panther,"Marvel Studiosí ""Black Panther"" comes home to Digital, Movies Anywhere, and 4K UHD May 8 and Blu-ray May 15. Pre-order now: http://bit.ly/witnessthelegend",2018-04-10T12:59:45+0000,photo,https://www.facebook.com/BlackPantherMovie/photos/a.635567983227587.1073741826.635054059945646/1576897719094604/?type=3,Black Panther updated their cover photo.,75,331,683,5,93,1,0
112,635054059945646_1578367215614321,993,6.35E+14,Black Panther,"If youíve got an extra pass this weekend, we think we might know someone who wants one...",2018-04-13T13:00:01+0000,video,https://www.facebook.com/BlackPantherMovie/videos/1578367215614321/,NA,30,123,221,178,5,0,0
113,635054059945646_1579134178870958,144,6.35E+14,Black Panther,NA,2018-04-12T16:10:50+0000,photo,https://www.facebook.com/BlackPantherMovie/photos/a.635567983227587.1073741826.635054059945646/1579134178870958/?type=3,Black Panther updated their cover photo.,6,5,16,0,3,0,0
114,635054059945646_1580278895423153,2511,6.35E+14,Black Panther,NA,2018-04-13T18:31:40+0000,photo,https://www.facebook.com/BlackPantherMovie/photos/a.635567983227587.1073741826.635054059945646/1580278895423153/?type=3,Black Panther updated their cover photo.,32,119,420,2,48,1,0
115,635054059945646_1580346852083024,2293,6.35E+14,Black Panther,"Check out the exclusive RealD Marvel Studios' Avengers: Infinity War poster, and see the film in theaters April 27! Get tickets: http://bit.ly/2vc1U9B",2018-04-13T20:12:36+0000,photo,https://www.facebook.com/BlackPantherMovie/photos/a.959302734187442.1073741828.635054059945646/1580346852083024/?type=3,NA,23,128,339,1,66,1,0
116,635054059945646_1580408552076854,783,6.35E+14,Black Panther,Celebrating 10 years of the Marvel Cinematic Universe with this custom LEGO poster! #LEGOMarvel,2018-04-13T21:45:02+0000,photo,https://www.facebook.com/BlackPantherMovie/photos/a.959302734187442.1073741828.635054059945646/1580408552076854/?type=3,NA,8,25,96,7,20,0,0
117,635054059945646_1580460672071642,3259,6.35E+14,Black Panther,"Check out the exclusive Dolby Cinema poster for Marvel Studios' ""Avengers: Infinity War,"" and see the film in theaters April 27! Get tickets: http://bit.ly/2HfH2mT",2018-04-13T23:15:01+0000,photo,https://www.facebook.com/BlackPantherMovie/photos/a.959302734187442.1073741828.635054059945646/1580460672071642/?type=3,NA,38,280,528,4,114,0,0
118,635054059945646_1580972458687130,2046,6.35E+14,Black Panther,"For Wakanda, every moment comes down to this. Be the first to watch never-before-seen deleted scenes from Marvel Studiosí ""Black Panther"" on Digital, Movies Anywhere, and 4K UHD May 8. Pre-order NOW: http://bitly.com/witnessthelegend",2018-04-14T13:00:01+0000,photo,https://www.facebook.com/BlackPantherMovie/photos/a.959302734187442.1073741828.635054059945646/1580972458687130/?type=3,NA,20,73,292,2,34,0,0
119,635054059945646_1583175098466866,837,6.35E+14,Black Panther,"Here's the exclusive Marvel Studios' ""Avengers: Infinity War"" cover art for Moviebill! Get your hands on the full edition at Regal Cinemas during opening weekend starting on April 27.",2018-04-16T20:00:01+0000,photo,https://www.facebook.com/BlackPantherMovie/photos/a.959302734187442.1073741828.635054059945646/1583175098466866/?type=3,NA,9,37,107,2,23,0,0
120,635054059945646_1586642758120100,1353,6.35E+14,Black Panther,"Witness the legend. Donít miss exclusive behind-the-scenes footage when you bring home Marvel Studiosí ""Black Panther"" early on Digital, Movies Anywhere, and 4K UHD May 8: http://bitly.com/witnessthelegend",2018-04-20T13:00:00+0000,photo,https://www.facebook.com/BlackPantherMovie/photos/a.959302734187442.1073741828.635054059945646/1586642758120100/?type=3,NA,10,43,189,3,27,1,0
121,635054059945646_1586905574760485,4489,6.35E+14,Black Panther,"Congratulations to Chadwick Boseman, Sterling K. Brown, and Ryan Coogler of Marvel Studios' ""Black Panther"" for being recognized in TIMEís 100 Most Influential People of 2018 list! Read Chadwick's profile:",2018-04-20T18:30:00+0000,link,http://bit.ly/2vvDXKN,NA,45,362,1051,5,80,0,1
122,635054059945646_1592459837538392,298,6.35E+14,Black Panther,"Itís all been leading to this. Marvel Studios' ""Avengers: Infinity War"" is in theaters TONIGHT. Get tickets now: https://fandan.co/2r0YLVA",2018-04-26T17:30:01+0000,photo,https://www.facebook.com/BlackPantherMovie/photos/a.959302734187442.1073741828.635054059945646/1592459837538392/?type=3,NA,5,16,NA,NA,NA,NA,NA
123,635054059945646_1749267768464555,501,6.35E+14,Black Panther,"""Destiny arrives."" We're going LIVE right here on Facebook from the Hollywood red carpet premiere of Marvel Studios' ""Avengers: Infinity War"" on April 23 at 8:30pm ET/5:30pm PT! Stay tuned for interviews with the cast and more.",2018-04-19T17:46:44+0000,video,https://www.facebook.com/BlackPantherMovie/videos/1749267768464555/,Black Panther was live.,405,179,403,2,24,3,3
124,635054059945646_337366713357614,1932,6.35E+14,Black Panther,"Join the Marvel team on this #DayofGiving to help those affected by Hurricane Harvey. Visit RedCross.org/ABC, or call 1-855-999-GIVE. Anything helps! (via Zoe Saldana)",2017-09-01T00:50:39+0000,video,https://www.facebook.com/BlackPantherMovie/videos/337366713357614/,NA,18,122,351,1,40,1,1
125,635054059945646_339742409786711,4850,6.35E+14,Black Panther,Itís main event time. Get your #ThorRagnarok tickets NOW: https://fandan.co/2vMuRbX,2017-09-08T02:02:23+0000,video,https://www.facebook.com/BlackPantherMovie/videos/339742409786711/,NA,77,807,903,34,199,0,1
126,635054059945646_352792058481746,36201,6.35E+14,Black Panther,"Long live the king. Watch the new trailer for Marvel Studios' ""Black Panther."" In theaters February 16!",2017-10-16T13:10:37+0000,video,https://www.facebook.com/BlackPantherMovie/videos/352792058481746/,NA,6982,65144,14734,92,4148,13,10
127,635054059945646_370160626744889,15223,6.35E+14,Black Panther,"ìThere was an ideaÖî

Marvel Studios' ""Avengers: Infinity War"" in theaters May 4.",2017-11-29T13:38:07+0000,video,https://www.facebook.com/BlackPantherMovie/videos/370160626744889/,NA,786,5024,7313,37,1244,13,3
128,635054059945646_378319572595661,13129,6.35E+14,Black Panther,"The Black Panther has been the protector of Wakanda for generations. Watch the brand new TV spot and see Marvel Studios' ""Black Panther"" in theaters February 16!",2017-12-14T01:21:37+0000,video,https://www.facebook.com/BlackPantherMovie/videos/378319572595661/,NA,414,4918,4335,16,649,0,1
129,635054059945646_386718335089118,9770,6.35E+14,Black Panther,"Watch Marvel Studios' ""Black Panther"" go from comic book pages to the big screen in this all-new special look. See the film in theaters February 16!",2018-01-04T18:16:22+0000,video,https://www.facebook.com/BlackPantherMovie/videos/386718335089118/,NA,316,3811,3153,10,344,1,0
130,635054059945646_388409148253370,24126,6.35E+14,Black Panther,"Long live the king. Marvel Studios' ""Black Panther"" tickets are now available: https://fandan.co/2BxwgDf",2018-01-09T03:14:49+0000,video,https://www.facebook.com/BlackPantherMovie/videos/388409148253370/,NA,5185,16109,8633,66,1063,12,24
131,635054059945646_389522451475373,4831,6.35E+14,Black Panther,"Itís good to be king. Watch this brand new featurette for Marvel Studios' ""Black Panther,"" in theaters February 16! Get your tickets now: www.fandango.com/blackpanther #BlackPanther",2018-01-11T18:09:19+0000,video,https://www.facebook.com/BlackPantherMovie/videos/389522451475373/,NA,91,731,1265,3,131,0,1
132,635054059945646_389879444773007,18528,6.35E+14,Black Panther,"Meet the Dora Milaje in this special look at Marvel Studios' ""Black Panther""! Get your tickets and see the film in theaters February 16: www.fandango.com/blackpanther",2018-01-12T17:04:13+0000,video,https://www.facebook.com/BlackPantherMovie/videos/389879444773007/,NA,672,11162,7332,26,564,5,5
133,635054059945646_390615814699370,26273,6.35E+14,Black Panther,"The kingdom has come. Get your tickets to Marvel Studios' ""Black Panther"" NOW: www.fandango.com/blackpanther",2018-01-14T18:00:00+0000,video,https://www.facebook.com/BlackPantherMovie/videos/390615814699370/,NA,3320,60090,11929,60,1576,7,1
134,635054059945646_391394617954823,4442,6.35E+14,Black Panther,"One month until Marvel Studios' ""Black Panther."" Get tickets now: https://fandan.co/2BxwgDf",2018-01-16T18:03:47+0000,video,https://www.facebook.com/BlackPantherMovie/videos/391394617954823/,NA,153,1111,1455,4,88,0,0
135,635054059945646_391810554579896,1696,6.35E+14,Black Panther,"King. Nation. Wakanda Forever. Get your tickets to Marvel Studios' ""Black Panther"" now: www.fandango.com/blackpanther",2018-01-17T18:15:03+0000,video,https://www.facebook.com/BlackPantherMovie/videos/391810554579896/,NA,24,239,436,2,58,0,0
136,635054059945646_392207721206846,2348,6.35E+14,Black Panther,"ìYou are not alone in this fight.î See Marvel Studios' ""Black Panther"" in theaters February 16! Get tickets now: www.fandango.com/blackpanther",2018-01-18T19:00:06+0000,video,https://www.facebook.com/BlackPantherMovie/videos/392207721206846/,NA,51,388,637,1,54,1,1
137,635054059945646_392573767836908,1596,6.35E+14,Black Panther,"ìIím just getting started.î Get your tickets NOW to see Marvel Studios' ""Black Panther"": www.fandango.com/blackpanther",2018-01-19T18:00:00+0000,video,https://www.facebook.com/BlackPantherMovie/videos/392573767836908/,NA,45,120,261,1,59,0,0
138,635054059945646_393885231039095,2975,6.35E+14,Black Panther,"Discover what makes Wakanda the best-kept secret in this all-new featurette with interviews from Director Ryan Coogler and the cast. Get tickets to see Marvel Studios' ""Black Panther"" now: www.fandango.com/blackpanther",2018-01-22T19:30:01+0000,video,https://www.facebook.com/BlackPantherMovie/videos/393885231039095/,NA,49,618,727,5,85,0,1
139,635054059945646_394248704336081,1932,6.35E+14,Black Panther,100 days. Avengers #InfinityWar,2018-01-23T16:06:32+0000,video,https://www.facebook.com/BlackPantherMovie/videos/394248704336081/,NA,57,244,530,6,94,1,0
140,635054059945646_395680107526274,2111,6.35E+14,Black Panther,"Three weeks until Marvel Studios' ""Black Panther."" Get your tickets now: www.fandango.com/blackpanther",2018-01-26T21:30:52+0000,video,https://www.facebook.com/BlackPantherMovie/videos/395680107526274/,NA,73,521,646,1,59,0,0
141,635054059945646_396025934158358,867,6.35E+14,Black Panther,"ìWhat do you know about Wakanda?î See Marvel Studios' ""Black Panther"" in theaters February 16 and get your tickets now: www.fandango.com/blackpanther",2018-01-27T18:03:24+0000,video,https://www.facebook.com/BlackPantherMovie/videos/396025934158358/,NA,25,92,146,3,38,0,1
142,635054059945646_396510277443257,6055,6.35E+14,Black Panther,"ìIt is your time.î Get your tickets to see Marvel Studiosí ìBlack Panther,î coming to theaters February 16: www.fandango.com/blackpanther",2018-01-29T01:20:36+0000,video,https://www.facebook.com/BlackPantherMovie/videos/396510277443257/,NA,314,1755,1788,7,233,0,0
143,635054059945646_397202994040652,3730,6.35E+14,Black Panther,"Real heroes. Not actual size. 
Watch the brand new trailer for Marvel Studios' ""Ant-Man and the Wasp,"" in theaters July 6th! #AntManandWasp",2018-01-30T14:05:34+0000,video,https://www.facebook.com/BlackPantherMovie/videos/397202994040652/,NA,166,929,934,16,207,0,1
144,635054059945646_399730370454581,2778,6.35E+14,Black Panther,An entire universe. Once and for all. #InfinityWar,2018-02-05T02:22:23+0000,video,https://www.facebook.com/BlackPantherMovie/videos/399730370454581/,NA,132,729,929,3,125,0,0
145,635054059945646_400543777039907,1421,6.35E+14,Black Panther,"In 10 days, respect the throne. Get tickets to Marvel Studios' ""Black Panther"" now: www.fandango.com/blackpanther",2018-02-06T16:00:00+0000,video,https://www.facebook.com/BlackPantherMovie/videos/400543777039907/,NA,107,449,459,0,49,0,0
146,635054059945646_400616513699300,1788,6.35E+14,Black Panther,"ìIíve waited my entire life for this.î Get tickets to see Marvel Studios' ""Black Panther"" in theaters in 10 days: www.fandango.com/blackpanther",2018-02-06T18:33:59+0000,video,https://www.facebook.com/BlackPantherMovie/videos/400616513699300/,NA,58,553,588,4,57,0,1
147,635054059945646_400701583690793,1311,6.35E+14,Black Panther,From the Bronx to Wakanda. Check out this collaboration with Ghetto Gastro as they bring the #TasteofWakanda to life!  #BlackPanther,2018-02-06T22:34:51+0000,video,https://www.facebook.com/BlackPantherMovie/videos/400701583690793/,NA,20,222,308,2,36,1,0
148,635054059945646_401531490274469,684,6.35E+14,Black Panther,Marvel Studios kicks off its year-long 10th anniversary celebration with a behind-the-scenes look at the class photo featuring 79 actors and filmmakers from across the Marvel Cinematic Universe!,2018-02-08T20:51:15+0000,video,https://www.facebook.com/BlackPantherMovie/videos/401531490274469/,NA,18,155,161,1,31,0,0
149,635054059945646_401579646936320,1487,6.35E+14,Black Panther,"A special message for the fans. Find out how you can enter the Marvel Studios Ultimate Fan Sweepstakes for a chance to win a trip to the Marvel Studios' ""Avengers: Infinity War"" premiere, a tour of Marvel Studios, Marvel Studios' ""Captain Marvel"" set visit, and more! See official rules: www.marvel.com/10YearSweepstakes",2018-02-08T23:08:45+0000,video,https://www.facebook.com/BlackPantherMovie/videos/401579646936320/,NA,26,256,352,4,68,1,3
150,635054059945646_401901963570755,2831,6.35E+14,Black Panther,"Critics are saying, ìYouíve never seen anything like it.î See Marvel Studiosí ìBlack Pantherî in theaters in one week!",2018-02-09T16:03:47+0000,video,https://www.facebook.com/BlackPantherMovie/videos/401901963570755/,NA,157,1241,925,8,111,0,1
151,635054059945646_401951830232435,1579,6.35E+14,Black Panther,"One week until Marvel Studios' ""Black Panther."" Do you have your tickets yet? Get them now: www.fandango.com/blackpanther",2018-02-09T18:09:45+0000,video,https://www.facebook.com/BlackPantherMovie/videos/401951830232435/,NA,56,464,486,1,40,0,0
152,635054059945646_402000653560886,753,6.35E+14,Black Panther,The journey continues for Ghetto Gastro as they create the #BlackPanther-inspired #TasteOfWakanda.,2018-02-09T20:03:58+0000,video,https://www.facebook.com/BlackPantherMovie/videos/402000653560886/,NA,25,145,161,2,26,0,0
153,635054059945646_402023023558649,2030,6.35E+14,Black Panther,Itís now or never. #BlackPanther,2018-02-09T22:00:01+0000,video,https://www.facebook.com/BlackPantherMovie/videos/402023023558649/,NA,79,714,736,5,58,1,0
154,635054059945646_402858553475096,5568,6.35E+14,Black Panther,"In five days, a king will rise. See Marvel Studiosí ""Black Panther"" in theaters this Friday.",2018-02-11T19:30:33+0000,video,https://www.facebook.com/BlackPantherMovie/videos/402858553475096/,NA,251,2323,2113,11,203,0,0
155,635054059945646_402950840132534,2425,6.35E+14,Black Panther,"In five days, see the film critics call ìrevolutionary.î Get tickets to Marvel Studios' ""Black Panther"" now: www.fandango.com/blackpanther",2018-02-11T23:43:54+0000,video,https://www.facebook.com/BlackPantherMovie/videos/402950840132534/,NA,122,683,724,3,81,0,1
156,635054059945646_403764143384537,2739,6.35E+14,Black Panther,"Witness the fashion of Marvel Studios' ""Black Panther."" See the looks that inspired the designs with costume designer Ruth Carter. In theaters Friday: http://www.fandango.com/blackpanther",2018-02-13T19:24:28+0000,video,https://www.facebook.com/BlackPantherMovie/videos/403764143384537/,NA,126,1122,1128,4,72,0,1
157,635054059945646_404153106678974,2879,6.35E+14,Black Panther,"Two days until Marvel Studios' ""Black Panther."" Get your tickets now: https://www.atomtickets.com/movies/black-panther/198436",2018-02-14T18:00:38+0000,video,https://www.facebook.com/BlackPantherMovie/videos/404153106678974/,NA,151,862,931,2,76,2,0
158,635054059945646_404644759963142,3498,6.35E+14,Black Panther,"The kingdom has come. Marvel Studios' ""Black Panther"" is in theaters TONIGHT. Get tickets: www.fandango.com/blackpanther",2018-02-15T22:30:00+0000,video,https://www.facebook.com/BlackPantherMovie/videos/404644759963142/,NA,382,1482,1186,6,77,5,1
159,635054059945646_405073626586922,3451,6.35E+14,Black Panther,"This is it. Marvel Studios' ""Black Panther"" is NOW PLAYING. www.fandango.com/blackpanther",2018-02-16T18:30:00+0000,video,https://www.facebook.com/BlackPantherMovie/videos/405073626586922/,NA,154,1246,1200,7,60,1,2
160,635054059945646_405115723249379,2981,6.35E+14,Black Panther,"Welcome to Wakanda. See Marvel Studios' ""Black Panther"" in theaters NOW. www.fandango.com/blackpanther",2018-02-16T19:32:17+0000,video,https://www.facebook.com/BlackPantherMovie/videos/405115723249379/,NA,229,1031,1012,2,71,2,4
161,635054059945646_405159853244966,2878,6.35E+14,Black Panther,Watch as Ghetto Gastro finally brings the #TasteOfWakanda to life at #NYFW<U+200B>! #BlackPanther,2018-02-16T22:00:44+0000,video,https://www.facebook.com/BlackPantherMovie/videos/405159853244966/,NA,111,577,643,5,105,0,1
162,635054059945646_406500709777547,6313,6.35E+14,Black Panther,"Hold tight, Marvel Studios' ""Black Panther"" is the #1 movie in the world. Whoís seeing it again?",2018-02-19T19:00:00+0000,video,https://www.facebook.com/BlackPantherMovie/videos/406500709777547/,NA,547,1713,2111,10,124,1,4
163,635054059945646_407717662989185,2423,6.35E+14,Black Panther,"Explore the fashion of Marvel Studios' ""Black Panther."" See the looks that inspired the designs with costume designer Ruth Carter.",2018-02-22T19:07:15+0000,video,https://www.facebook.com/BlackPantherMovie/videos/407717662989185/,NA,70,481,511,2,56,0,2
164,635054059945646_408045059623112,5447,6.35E+14,Black Panther,"Experience the phenomenon. Marvel Studios' ""Black Panther"" is now playing: www.fandango.com/blackpanther",2018-02-23T16:00:11+0000,video,https://www.facebook.com/BlackPantherMovie/videos/408045059623112/,NA,204,1522,1624,2,104,1,3
165,635054059945646_409475399480078,4414,6.35E+14,Black Panther,"Experience the phenomenon for yourself. Marvel Studios' ""Black Panther"" is now playing: www.fandango.com/blackpanther",2018-02-27T02:34:55+0000,video,https://www.facebook.com/BlackPantherMovie/videos/409475399480078/,NA,171,865,1367,7,88,1,1
166,635054059945646_410132529414365,5251,6.35E+14,Black Panther,"The people have spoken. Marvel Studios' ""Black Panther"" is the #1 movie in the world. See it again: www.fandango.com/blackpanther",2018-02-28T18:03:26+0000,video,https://www.facebook.com/BlackPantherMovie/videos/410132529414365/,NA,247,821,1530,8,84,0,1
167,635054059945646_410186809408937,2433,6.35E+14,Black Panther,"Our queen. See Marvel Studios' ""Black Panther"" in theaters now: www.fandango.com/blackpanther",2018-02-28T21:02:39+0000,video,https://www.facebook.com/BlackPantherMovie/videos/410186809408937/,NA,102,318,706,3,32,1,0
168,635054059945646_417355608692057,6552,6.35E+14,Black Panther,"Watch the new Marvel Studios' ""Avengers: Infinity War"" trailer. Get your tickets now: www.fandango.com/infinitywar",2018-03-16T13:05:16+0000,video,https://www.facebook.com/BlackPantherMovie/videos/417355608692057/,NA,1022,4463,1934,29,569,3,2
169,635054059945646_417475068680111,3958,6.35E+14,Black Panther,"Destiny arrives. Get tickets to Marvel Studios' ""Avengers: Infinity War"" now: www.fandango.com/infinitywar",2018-03-16T13:23:37+0000,video,https://www.facebook.com/BlackPantherMovie/videos/417475068680111/,NA,134,759,871,5,146,0,1
170,635054059945646_427798567647761,6632,6.35E+14,Black Panther,"Where will you be when it all ends? See Marvel Studios' ""Avengers: Infinity War"" in theaters April 27. Get tickets now: http://www.fandango.com/infinitywar",2018-04-07T16:00:01+0000,video,https://www.facebook.com/BlackPantherMovie/videos/427798567647761/,NA,576,4021,2327,61,373,0,1
171,635054059945646_429157854178499,1029,6.35E+14,Black Panther,10 years. Over 18 movies. A special thank you to all of the fans.,2018-04-10T16:00:00+0000,video,https://www.facebook.com/BlackPantherMovie/videos/429157854178499/,NA,35,187,308,2,17,2,0
172,635054059945646_429705297457088,2255,6.35E+14,Black Panther,Itís all been leading to this. Avengers: #InfinityWar #BlackPanther,2018-04-11T18:30:11+0000,video,https://www.facebook.com/BlackPantherMovie/videos/429705297457088/,NA,58,364,679,0,61,0,0
